review,rating,date,bank,source,sentiment_label,sentiment_score
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BOA,Google Play,neutral,0.0
Gooood app my dear,5,2024-08-10,BOA,Google Play,positive,0.3818
Harun tamam galanaa,3,2024-08-09,BOA,Google Play,neutral,0.0
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BOA,Google Play,negative,-0.6478
Gamebela,1,2024-08-08,BOA,Google Play,neutral,0.0
so poor app to use can't start up when open the app,1,2024-08-08,BOA,Google Play,negative,-0.5256
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BOA,Google Play,positive,0.3182
Good job,5,2024-08-07,BOA,Google Play,positive,0.4404
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BOA,Google Play,negative,-0.7736
Bad app .,1,2024-08-06,BOA,Google Play,negative,-0.5423
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BOA,Google Play,negative,-0.5848
Review,5,2024-08-06,BOA,Google Play,neutral,0.0
Goood,4,2024-08-06,BOA,Google Play,neutral,0.0
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BOA,Google Play,neutral,0.0
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BOA,Google Play,neutral,0.0
The previous version is better it doesn't work,1,2024-08-04,BOA,Google Play,positive,0.4404
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BOA,Google Play,negative,-0.9198
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BOA,Google Play,positive,0.7964
It's a useless app,1,2024-08-02,BOA,Google Play,negative,-0.4215
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BOA,Google Play,positive,0.5499
Poor network,1,2024-08-01,BOA,Google Play,negative,-0.4767
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BOA,Google Play,negative,-0.6449
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BOA,Google Play,positive,0.6369
"It's not working totally, what a useless app is it,",1,2024-07-31,BOA,Google Play,negative,-0.4703
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BOA,Google Play,negative,-0.897
this is so disappointing app 😞,1,2024-07-31,BOA,Google Play,negative,-0.8166
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BOA,Google Play,neutral,0.0
Nays,5,2024-07-28,BOA,Google Play,neutral,0.0
The worst app,1,2024-07-28,BOA,Google Play,negative,-0.6249
it can't even open and only display error messages,1,2024-07-27,BOA,Google Play,negative,-0.4019
not active,1,2024-07-27,BOA,Google Play,negative,-0.3089
To get good quality,5,2024-07-27,BOA,Google Play,positive,0.4404
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BOA,Google Play,neutral,0.0
uselss app dont download,1,2024-07-26,BOA,Google Play,neutral,0.0
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BOA,Google Play,negative,-0.2023
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BOA,Google Play,neutral,0.0
Corrupted and poor app,1,2024-07-24,BOA,Google Play,negative,-0.4767
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BOA,Google Play,positive,0.4118
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BOA,Google Play,positive,0.8983
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BOA,Google Play,neutral,0.0
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BOA,Google Play,negative,-0.4779
Poor application. It turned off by itself,1,2024-07-23,BOA,Google Play,negative,-0.4767
Allowed,5,2024-07-23,BOA,Google Play,neutral,0.0
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BOA,Google Play,negative,-0.2263
we want international mobile banking,1,2024-07-22,BOA,Google Play,positive,0.0772
"screenshot isn't working, Please modify it",2,2024-07-22,BOA,Google Play,negative,-0.2411
Naziriet measho 89160437,1,2024-07-22,BOA,Google Play,neutral,0.0
Ahmed Mohammed husen,3,2024-07-21,BOA,Google Play,neutral,0.0
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BOA,Google Play,positive,0.25
I have experiance,5,2024-07-19,BOA,Google Play,neutral,0.0
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BOA,Google Play,negative,-0.4019
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BOA,Google Play,positive,0.744
ርይርፍ,3,2024-07-19,BOA,Google Play,neutral,0.0
The previous application is much better than this one,1,2024-07-18,BOA,Google Play,positive,0.4404
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BOA,Google Play,positive,0.7506
mal,5,2024-07-16,BOA,Google Play,neutral,0.0
It is not working at all,1,2024-07-16,BOA,Google Play,neutral,0.0
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BOA,Google Play,negative,-0.7351
😞😞😞😞,1,2024-07-16,BOA,Google Play,negative,-0.9081
nice application,4,2025-05-27,DASHEN,Google Play,positive,0.4215
bast smart bank sistem dashen amole dashen bamk,5,2025-05-17,DASHEN,Google Play,positive,0.4019
ለአጠቃቀም እጅግ ቀላልና ድህንነቱ የተጠበቀ ነው።,5,2025-05-16,DASHEN,Google Play,neutral,0.0
"Worst app possible, I don't think it gets worse than this. Least user friendly process to exchange your own money, far too many hurdles you have to get past to make a simple money transfer. Even after getting past all the hurdles you are restricted with a min and I believe a max amount of your own money you have access to, not to mention time restrictions; I wasn't able to access my money past midnight multiple times. You can't change tab to another app, having opened this without it crashing.",1,2025-05-15,DASHEN,Google Play,negative,-0.765
I'm a Dashen Bank customer as I know its function and duty. Thanks.,5,2025-05-15,DASHEN,Google Play,positive,0.4404
i love it,4,2025-05-15,DASHEN,Google Play,positive,0.6369
Amole is the digital mobile application what i prefer.,5,2025-05-15,DASHEN,Google Play,neutral,0.0
best mobile banking app👍,5,2025-05-10,DASHEN,Google Play,positive,0.6369
Complicated and fake app,1,2025-04-29,DASHEN,Google Play,negative,-0.4767
Its Good updation from Previous,3,2025-04-25,DASHEN,Google Play,positive,0.4404
yarid dima,5,2025-04-17,DASHEN,Google Play,neutral,0.0
"Requires updates too frequently, often has server related issues, the fingerprint always requires updating, it's the most unreliable app I've used and always fails when you want to make urgent payments.",2,2025-04-10,DASHEN,Google Play,negative,-0.1779
dashin,3,2025-04-08,DASHEN,Google Play,neutral,0.0
disappointed because of option to transfer cash on telebirr is limited for self only.... those and other similar given choices by the bank used us to choose this bank over others! no doubt I will be not preferring this bank with no unique incentives.,1,2025-03-29,DASHEN,Google Play,negative,-0.7464
everything is perfect,5,2025-03-29,DASHEN,Google Play,positive,0.5719
Dashin Bank#1,5,2025-03-20,DASHEN,Google Play,neutral,0.0
Not working,1,2025-03-19,DASHEN,Google Play,neutral,0.0
Both Amole & Dashen superApp are by far the worst mobile banking apps i have ever came across. if only there is 0 star option,1,2025-03-18,DASHEN,Google Play,negative,-0.6249
"funny app, so much gymnastics just to be an app for sending and receiving money.",3,2025-03-18,DASHEN,Google Play,positive,0.4404
I use this app so many times so i like it,5,2025-03-17,DASHEN,Google Play,positive,0.4173
Why did u change the option to transfer to other tellebirr account,1,2025-03-17,DASHEN,Google Play,neutral,0.0
It's nice and simple to use app.,5,2025-03-17,DASHEN,Google Play,positive,0.4215
Just 👍,5,2025-03-15,DASHEN,Google Play,neutral,0.0
Not god its,5,2025-03-14,DASHEN,Google Play,negative,-0.2057
Regarding Internet banking i really choice a Dashen Bank and I have one recommendation for app developer shall considere the low android level means 4-6 android to adress all types of android users because now a days the current updated app can't support such android.Thanks!!!,5,2025-03-08,DASHEN,Google Play,negative,-0.6409
It doesn't work,1,2025-03-02,DASHEN,Google Play,neutral,0.0
ምርጥ,5,2025-02-28,DASHEN,Google Play,neutral,0.0
Please the update is refused to be download on my phone tecno f1. Please solve this issue ASAP,1,2025-02-26,DASHEN,Google Play,positive,0.4939
"Very poor service, always not responding when ever we need to transfer I rate it 0 !",1,2025-02-23,DASHEN,Google Play,negative,-0.5697
The recent update is broken. It diesn't allow to take screen shots (which by it self is not a problem) and the share button of a transaction doesn't work nor it will download the transaction receipt. I know security is especially important for banking systems but such a huge limitations on functionality will not serve the app any good. I guess the super app is the way to go.,2,2025-02-21,DASHEN,Google Play,positive,0.9354
It is good but have so much problem ...even it say not compateble to your phone...it not easy for work ..,1,2025-02-20,DASHEN,Google Play,negative,-0.7292
Dashen bank ATM,5,2025-02-20,DASHEN,Google Play,neutral,0.0
Good Banking App,5,2025-02-17,DASHEN,Google Play,positive,0.4404
stay hamble,5,2025-02-14,DASHEN,Google Play,neutral,0.0
ይሄ አሪፍ,2,2025-02-12,DASHEN,Google Play,neutral,0.0
good app i like it but still i am confused because i cannot use prperly so Please check the app,3,2025-02-12,DASHEN,Google Play,positive,0.5771
Very slow and it seems it needs update everytime,1,2025-02-12,DASHEN,Google Play,neutral,0.0
Open app amole dashin,5,2025-02-10,DASHEN,Google Play,neutral,0.0
Akiliua,5,2025-02-10,DASHEN,Google Play,neutral,0.0
Perfiekt,5,2025-02-10,DASHEN,Google Play,neutral,0.0
Help,5,2025-02-08,DASHEN,Google Play,positive,0.4019
A very fast mobile banking app,5,2025-02-07,DASHEN,Google Play,neutral,0.0
It's nice and easy to use,5,2025-02-07,DASHEN,Google Play,positive,0.6908
Nice app,5,2025-02-07,DASHEN,Google Play,positive,0.4215
Good app i used it always,5,2025-02-07,DASHEN,Google Play,positive,0.4404
It is very very slow pls update,2,2025-02-06,DASHEN,Google Play,positive,0.2125
Very slow and it seems that every update something else is not working. The latest update doesn't allow me to use biometrics anymore and maximum daily transfer to Telebirr is 5k?!,1,2025-02-04,DASHEN,Google Play,negative,-0.2401
Good app Amole Wonderful,5,2025-02-01,DASHEN,Google Play,positive,0.765
This app needs many modifications. It takes long time to log in to the account. It is not as fast as CBE. please Update it🙏🙏🙏,1,2025-02-01,DASHEN,Google Play,positive,0.3182
"The app is cool, but unlike other banks they don't provide a receipt for mobile banking transactions, which makes it useless for payments that require receipt",2,2025-01-31,DASHEN,Google Play,negative,-0.4678
I am glad to customer with you .I have plan to use dube ale and amole.,5,2025-01-27,DASHEN,Google Play,positive,0.4588
WOW that's awesome,5,2025-01-27,DASHEN,Google Play,positive,0.8636
I cant choose select an account,1,2025-01-26,DASHEN,Google Play,neutral,0.0
Good👍,5,2025-01-22,DASHEN,Google Play,positive,0.4404
we needs modification at all !,1,2025-01-14,DASHEN,Google Play,neutral,0.0
It was good at first but now the system is very bad.please try to fix it.,1,2025-01-14,DASHEN,Google Play,positive,0.2382
Generic error how tofix,4,2025-01-06,DASHEN,Google Play,negative,-0.4019
Fast and suitable to learn.,5,2025-01-04,DASHEN,Google Play,neutral,0.0
"The app is extremely slow, often stuck on the logo. Security is poor, requiring only username/password. This allows unauthorized transactions. A large company like yours needs stronger security, such as two-factor authentication. The app's speed lags significantly compared to others. Numerous updates are needed to improve performance and security. Currently, it's a frustrating and time-wasting experience.",1,2025-01-03,DASHEN,Google Play,positive,0.5325
Sometimes it's soo slow,3,2025-01-01,DASHEN,Google Play,neutral,0.0
the best app I used always,1,2024-12-31,DASHEN,Google Play,positive,0.6369
Amole apk is ..... it's very good apk . please used amole Apk,5,2024-12-29,DASHEN,Google Play,positive,0.6697
fast and secure app,5,2024-12-23,DASHEN,Google Play,positive,0.34
I am new for this App let me to use and i will rate 5 star while i get Satisfie,3,2024-12-17,DASHEN,Google Play,neutral,0.0
Yeb,5,2024-12-12,DASHEN,Google Play,neutral,0.0
Good Ait service!,5,2024-12-09,DASHEN,Google Play,positive,0.4926
Sisay mustefa abani,5,2024-12-09,DASHEN,Google Play,neutral,0.0
"It can't load, even in a fast network connection. This app is so bad that it needs fixing",1,2024-12-05,DASHEN,Google Play,negative,-0.6696
The best mobile banking in Ethiopia 👍👍,5,2024-12-03,DASHEN,Google Play,positive,0.6369
Thnk you,5,2024-12-02,DASHEN,Google Play,neutral,0.0
I like this app b/c it has many options and easily useable,5,2024-11-29,DASHEN,Google Play,positive,0.5994
Its nice but it does not have speed it requires a lot of patience it will not be for a problem,3,2024-11-28,DASHEN,Google Play,negative,-0.3919
It is better if he blinks (ከንግድ ባንክ666).,5,2024-11-28,DASHEN,Google Play,positive,0.4404
Naysssss,5,2024-11-27,DASHEN,Google Play,neutral,0.0
It's good,3,2024-11-21,DASHEN,Google Play,positive,0.4404
Big love,5,2024-11-20,DASHEN,Google Play,positive,0.6369
Please decrease app size,4,2024-11-09,DASHEN,Google Play,positive,0.3182
It's great,5,2024-11-08,DASHEN,Google Play,positive,0.6249
Alem Zeleqe,3,2024-11-08,DASHEN,Google Play,neutral,0.0
❤️,5,2024-11-08,DASHEN,Google Play,neutral,0.0
Great Financial App,5,2024-10-28,DASHEN,Google Play,positive,0.6249
Deshan bank,5,2024-10-27,DASHEN,Google Play,neutral,0.0
"Still in love with it but while the app start to open, it takes time pls upgrade & fix the bug.",5,2024-10-22,DASHEN,Google Play,positive,0.4678
It's such an amazing app. Truly Dashen bank is always one step ahead of other banks in 🇪🇹 👍,5,2024-10-16,DASHEN,Google Play,positive,0.7717
Best App for all users.,5,2024-10-02,DASHEN,Google Play,positive,0.6369
I ilke very much,5,2024-09-25,DASHEN,Google Play,neutral,0.0
"The app suffers from severe performance issues, particularly with response times. The backend seems to have high latency, as the OTP generation and delivery process consistently delays, even after the server acknowledges that it has been sent. API requests frequently fail, returning non-descriptive error messages that lack proper exception handling, making it difficult for users to understand the issue. I know you will gonne say""ehe yedekem hzb teche alteche"", but that it.",1,2024-09-12,DASHEN,Google Play,negative,-0.81
"The security, cool, every time OTP!! The UI, let's not talk about the UI, But how the heck it says ""offline mode is not available"" something like that, when I enter more than the max amount to transfer. Fellas i am a web dev, this is bad UX. It needs update on the UX. Will see the UI later.",3,2024-09-10,DASHEN,Google Play,negative,-0.8126
Select from Sending account option not working when trying to send to other banks,2,2024-09-08,DASHEN,Google Play,neutral,0.0
It's not working,1,2024-09-08,DASHEN,Google Play,neutral,0.0
nice App,5,2024-09-07,DASHEN,Google Play,positive,0.4215
የአንደኛ ቀዳሚ ምርጫችን ዳሽን ባንክ ሁልጊዜ አንድ እርምጃ ቀዳሚ። የአሞሌ አስጠቃሚ።,5,2024-09-03,DASHEN,Google Play,neutral,0.0
በጠም ውደድኩት ስህተት ከለው በጠም መዝገቱ ደስ ብሎኛል,5,2024-08-24,DASHEN,Google Play,neutral,0.0
🔥,4,2024-08-24,DASHEN,Google Play,negative,-0.34
"Although the application is good, but, it is difficult to get out. The app does not work to get out with the back cursor . Fix it quickly.",1,2024-08-22,DASHEN,Google Play,negative,-0.3182
Go,3,2024-08-21,DASHEN,Google Play,neutral,0.0
"I like thise app it is smart app,but when i make one mistake it will automatically block",5,2024-08-15,DASHEN,Google Play,neutral,-0.0258
Suaud,5,2024-08-05,DASHEN,Google Play,neutral,0.0
wenderfull,5,2024-08-03,DASHEN,Google Play,neutral,0.0
Nice app in Ethiopia,5,2024-08-01,DASHEN,Google Play,positive,0.4215
simply the best,5,2024-07-26,DASHEN,Google Play,positive,0.6369
Very nice mob app,3,2024-07-26,DASHEN,Google Play,positive,0.4754
"I hate this app stack and blackscreen not open as required ,normaly i resigned my job do to this app b/c our salary are depoite by dashen bank",1,2024-06-28,DASHEN,Google Play,negative,-0.6908
Wow Very Nice App,5,2024-06-22,DASHEN,Google Play,positive,0.7841
Telebirr agent deposit is not working until now. Please fix it. Fix it fast.,5,2024-06-19,DASHEN,Google Play,positive,0.3182
The developers have incorporated biometric login which has made the app very convenient and user friendly. I will now increase my rating as promised,5,2024-06-15,DASHEN,Google Play,positive,0.7906
Memekaye miliyoon girmaa,3,2024-06-14,DASHEN,Google Play,neutral,0.0
This app is 🤩,5,2024-06-12,DASHEN,Google Play,neutral,0.0
Be adjusted this app is not available anytime,5,2024-06-11,DASHEN,Google Play,neutral,0.0
Super app,5,2024-06-10,DASHEN,Google Play,positive,0.5994
"Very poor app! It locked my out without any reason, does not have any conformation or screenshots . And delay when opening of the app. It is just time wasting.",1,2024-06-09,DASHEN,Google Play,negative,-0.8264
Best app....,5,2024-06-06,DASHEN,Google Play,positive,0.6369
wow amole,4,2024-06-03,DASHEN,Google Play,positive,0.5859
We,1,2024-06-01,DASHEN,Google Play,neutral,0.0
Tye app is mostly good but you should make it be able to save usernames instead of typing every time i want to login,4,2024-05-31,DASHEN,Google Play,positive,0.7717
"It's good enough. But, there is slowing in beginning of the App....",5,2024-05-24,DASHEN,Google Play,positive,0.2382
"Good for safety,take long way though",5,2024-05-22,DASHEN,Google Play,positive,0.4404
😘,5,2024-05-20,DASHEN,Google Play,positive,0.4215
Bad app that not helping me the is not login,1,2024-05-18,DASHEN,Google Play,negative,-0.6584
Best after removal of screelock password,5,2024-05-13,DASHEN,Google Play,positive,0.6369
"I really don't get how this is the lite version and it is bigger than the og app, ah well it is what it is ig ¯⁠\⁠_😂_⁠/⁠¯",5,2024-05-10,DASHEN,Google Play,positive,0.0516
"Dashen Bank is the gold standard of banking in Ethiopia! The mobile app makes banking convenient and efficient. Plus, the branch services is top-notch, with staff always ready to assist with a smile.",5,2024-05-10,DASHEN,Google Play,positive,0.7959
ማይ,1,2024-05-09,DASHEN,Google Play,neutral,0.0
Doesn't work most of the time,1,2024-05-09,DASHEN,Google Play,neutral,0.0
that is awesome,5,2024-05-01,DASHEN,Google Play,positive,0.6249
"It's so boring.... I don't wanna say this but this app so tough to take action. It's take long time and also it's conditional mostly it's not available, in 1 day it's work for 1 or 2 hour .... this bank so huge but de app it's not enough to define your exellence",1,2024-04-30,DASHEN,Google Play,positive,0.1787
Jafare has fyguhfiwudgg,5,2024-04-25,DASHEN,Google Play,neutral,0.0
it's fine,5,2024-04-20,DASHEN,Google Play,positive,0.2023
This app is very good Nice app people please use this app 😃☺️☺️,5,2024-04-20,DASHEN,Google Play,positive,0.9439
Wow amazing platform 🙏,5,2024-04-17,DASHEN,Google Play,positive,0.8225
"I tried to log in twice and locked me out. I tried to email them, but no one responded 🙃 please respond to our email back",1,2024-04-12,DASHEN,Google Play,neutral,0.0387
Why dont update,5,2024-04-06,DASHEN,Google Play,neutral,0.0
This app is so good and its an interesting,3,2024-03-29,DASHEN,Google Play,positive,0.7537
The best easy banking app ever @ Ethiopia,5,2024-03-26,DASHEN,Google Play,positive,0.7964
Amole lite wow its more easy for use and more secured. I really its one step a head,5,2024-03-25,DASHEN,Google Play,positive,0.8746
Excellent and Easy to use.,5,2024-03-25,DASHEN,Google Play,positive,0.765
it's good app I'm using it right now but after it have installed doesn't work fastly and again goes to update..plc fix the problem..,3,2024-03-23,DASHEN,Google Play,negative,-0.3818
It's good app,5,2024-03-22,DASHEN,Google Play,positive,0.4404
Very secured app but after the last update it takes long time to start .pls minimize the start time ppl might have no patience to wait more than 30 seconds just for the app to open ..,5,2024-03-22,DASHEN,Google Play,negative,-0.0909
I don't know why I have been stuck with other mobile banking systems when all I needed was amole... I loved it,5,2024-03-22,DASHEN,Google Play,positive,0.4404
Special for me,5,2024-03-21,DASHEN,Google Play,positive,0.4019
Baset app,5,2024-03-20,DASHEN,Google Play,neutral,0.0
it is good App,4,2024-03-19,DASHEN,Google Play,positive,0.4404
Nuuroo usmaan gaamilcom,5,2024-03-18,DASHEN,Google Play,neutral,0.0
Very good app,5,2024-03-17,DASHEN,Google Play,positive,0.4927
Student,5,2024-03-17,DASHEN,Google Play,neutral,0.0
Please apply!cardless cash out system🙏,2,2024-03-17,DASHEN,Google Play,positive,0.3802
it has a lot of options but it is a slowe while opning by biometric,2,2024-03-17,DASHEN,Google Play,neutral,0.0
The last update is not working correctly so i stop using this app betam huwala ker new dashen bank needs to work on its digital app teams,5,2024-03-17,DASHEN,Google Play,negative,-0.3566
How to use application,5,2024-03-17,DASHEN,Google Play,neutral,0.0
cooooolllllll,5,2024-03-17,DASHEN,Google Play,neutral,0.0
I prefered you b/cs your service charge is very fair.,5,2024-03-16,DASHEN,Google Play,positive,0.3804
Excellent App And Easy To Use Every where.,5,2024-03-16,DASHEN,Google Play,positive,0.765
ተመችቶናል,4,2024-03-16,DASHEN,Google Play,neutral,0.0
The best app,5,2024-03-16,DASHEN,Google Play,positive,0.6369
Well done Dashen Bank.,4,2024-03-16,DASHEN,Google Play,positive,0.2732
በጣም አሪፍ ነው,5,2024-03-16,DASHEN,Google Play,neutral,0.0
"The UI/UX experience is already good, but some minor tweaks in font sizes and color can take it to the top-notch level. Imagine the sheer joy and satisfaction your users will feel when they see the polished and refined interface you've created for them. Don't miss the opportunity to impress them even more with these simple yet impactful changes.",5,2024-03-12,DASHEN,Google Play,positive,0.9434
I m the one here in Dashen bank,5,2024-03-06,DASHEN,Google Play,neutral,0.0
improve more,3,2024-03-04,DASHEN,Google Play,positive,0.4404
Tremendous,5,2024-03-04,DASHEN,Google Play,neutral,0.0
ለመግባት (login) ቀርፋፋ ነው ።,1,2024-03-04,DASHEN,Google Play,neutral,0.0
I like this,3,2024-03-03,DASHEN,Google Play,positive,0.3612
Longin fails repeatedly,3,2024-02-28,DASHEN,Google Play,negative,-0.4215
One of the best app I have ever seen it's simple to use,5,2024-02-26,DASHEN,Google Play,positive,0.6369
Personal scored,5,2024-02-25,DASHEN,Google Play,neutral,0.0
Welcome,4,2024-02-22,DASHEN,Google Play,positive,0.4588
Needs to be underrated. Bad service,1,2024-02-20,DASHEN,Google Play,negative,-0.5423
Its nice,5,2024-02-12,DASHEN,Google Play,positive,0.4215
Mudeme,5,2024-02-12,DASHEN,Google Play,neutral,0.0
The upgraded Amole lite app is nice. I’ve loved it. But #USSD CANNOT BE ADJUSTED FOR NEW CUSTOMERS ESPECIALLY THOSE WHO DO NOT HAVE SMARTPHONES. YOU NEED TO IMPROVE THIS ONE,5,2024-02-11,DASHEN,Google Play,positive,0.8519
Past,5,2024-02-10,DASHEN,Google Play,neutral,0.0
Open,1,2024-02-09,DASHEN,Google Play,neutral,0.0
Awesome,5,2024-02-06,DASHEN,Google Play,positive,0.6249
receipt downloading is not avialable in this version,1,2024-02-05,DASHEN,Google Play,neutral,0.0
Not reliable!,1,2024-02-04,DASHEN,Google Play,neutral,0.0
The last update doesn't work when you chose account to send money on lower Android version,1,2024-02-04,DASHEN,Google Play,negative,-0.296
Exchange rate is not real,5,2024-02-03,DASHEN,Google Play,neutral,0.0
Good Security,5,2024-02-03,DASHEN,Google Play,positive,0.6486
"It's good app but i can not see the history of transactions on the app and also updated one is not good can't send always says, choose account",5,2024-02-02,DASHEN,Google Play,negative,-0.2867
Its good,5,2024-02-02,DASHEN,Google Play,positive,0.4404
Happy day,4,2024-02-01,DASHEN,Google Play,positive,0.5719
"Disabled taking screenshots so there's no way to share payment confirmation screenshot with people. When you think the app couldn't get any worse, somehow these people find a way to do so.",1,2024-02-01,DASHEN,Google Play,positive,0.3128
Too technical.,1,2024-02-01,DASHEN,Google Play,neutral,0.0
🥰🥰🥰🥰,5,2024-02-01,DASHEN,Google Play,positive,0.9837
Fast and secured,5,2024-02-01,DASHEN,Google Play,positive,0.4019
Good but it need additional work it is slow in respond,3,2024-01-31,DASHEN,Google Play,positive,0.2382
My best,5,2024-01-31,DASHEN,Google Play,positive,0.6369
"l am old customer of dashen bank, i started to use this app almost for five month, in those time i didn't saw any negative on this app, its interesting and you can pay and recieve payment easily. from ethiopian banks i give five star its always seek new technology than ever bank.",5,2024-01-31,DASHEN,Google Play,positive,0.8657
Its nice please add reprint to get the receit,5,2024-01-31,DASHEN,Google Play,positive,0.6249
Amole 100%,5,2024-01-31,DASHEN,Google Play,neutral,0.0
I like it this app,4,2024-01-31,DASHEN,Google Play,positive,0.3612
Smart and best always !,5,2024-01-30,DASHEN,Google Play,positive,0.8016
Dashed Bank A...,5,2024-01-29,DASHEN,Google Play,neutral,0.0
ያማችኋል አይሰራም,1,2024-01-22,DASHEN,Google Play,neutral,0.0
since i started using this app its speed and reliability is great as well. it incorporates all technologies. I am very impressed with the modern work you are doing with little effort.,5,2024-01-22,DASHEN,Google Play,positive,0.8622
"It doesn't work, it keeps saying ""there was a problem submitting your request. Please try again later"" how come banking app service down all the time. It is very irritating.",1,2024-01-17,DASHEN,Google Play,negative,-0.5709
Excellent quality Applications Dashen bank for ever,5,2024-01-15,DASHEN,Google Play,positive,0.5719
Way,5,2024-01-13,DASHEN,Google Play,neutral,0.0
This is the most ridiculous thing I have ever seen they are on maintenance everyother day,1,2023-12-31,DASHEN,Google Play,negative,-0.4201
Well improved!,4,2023-12-29,DASHEN,Google Play,positive,0.6696
Keeps hanging ..,3,2023-12-24,DASHEN,Google Play,neutral,0.0
It's exceptional,5,2023-12-24,DASHEN,Google Play,neutral,0.0
Dashen Bank Amole Lite essy to use and the connection is fast.,5,2023-12-23,DASHEN,Google Play,neutral,0.0
Ita fantastic,5,2023-12-23,DASHEN,Google Play,positive,0.5574
It is best app,5,2023-12-19,DASHEN,Google Play,positive,0.6369
Top,5,2023-12-18,DASHEN,Google Play,positive,0.2023
Dashen Bank is App 🥰👌,5,2023-12-18,DASHEN,Google Play,positive,0.9251
<> መፈክራችው እና ስራችው አይገናኝም ። በጣም የሚያስጠላ app ነው። ቀድሞ ያልዘመና ነው በአጠቃላይ ጊዜ እና ገንዘብ የሚያከስር app ነው ። keep our time unless uses this app,1,2023-12-18,DASHEN,Google Play,neutral,0.0
I am very comfortable with the efficiency,5,2023-12-15,DASHEN,Google Play,positive,0.7264
"I tried to use this app for long and failed to do so. Initially, I able to use it even though with difficulty (very slow, need of login and logout) now and then. Then i couldn't use it. I tried to reset with one of the Dashen branch bank but failed",1,2023-12-11,DASHEN,Google Play,negative,-0.8074
⭐️⭐️⭐️⭐️⭐️,5,2023-12-08,DASHEN,Google Play,neutral,0.0
Too slow!,1,2023-12-05,DASHEN,Google Play,neutral,0.0
a best tecnology appl.,5,2023-11-26,DASHEN,Google Play,positive,0.6369
This app no working 1 star,1,2023-11-23,DASHEN,Google Play,negative,-0.296
This app works so good. But i don't get it why it never show incoming fund transfer report? Have you notice this?,3,2023-11-23,DASHEN,Google Play,positive,0.408
it sስሎው አፕፕ ፕሊስ ቸንግ አንድ ፋሰት,1,2023-11-22,DASHEN,Google Play,neutral,0.0
There is always room for improvement and an opportunity to adopt! keep improving and keep evolving. I would love to see external services provided by the Amole app to utilize and actively operate our banking account. Option to invest in ideas that could build Ethiopian creativity. Yosef ke Dallas,4,2023-11-22,DASHEN,Google Play,positive,0.9565
